BBName1,City,State,Qty1,Value,Products,Brand,Supplier,Employee,Category
Shine Blood Bank,Meerut,Uttar Pradesh,100,17300,450 T SAGM,Mipl,S R DIAGNOSTICS,jitum.kumar@mipl.in,OTHERS
Shine Blood Bank,Meerut,Uttar Pradesh,200,28000,450 D SAGM,Mipl,S R DIAGNOSTICS,jitum.kumar@mipl.in,OTHERS
Shiv Shakti Blood Bank,Sirsa,Haryana,200,34600,450 T SAGM,Mipl,JBN LIFE CARE,mangalesh.thakur@mipl.in,OTHERS
Shiv Shakti Blood Bank,Sirsa,Haryana,500,70000,450 D SAGM,Mipl,JBN LIFE CARE,mangalesh.thakur@mipl.in,OTHERS
Shivam Hospital Blood Bank,Hoshiarpur,Punjab,20,3460,450 T SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Shivam Hospital Blood Bank,Hoshiarpur,Punjab,100,14000,450 D SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Shivam Hospital Blood Bank,Hoshiarpur,Punjab,50,7000,350 D SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Shivnath blood bank ,Raipur,Chhattisgarh,100,17300,450 T SAGM,Polymed,NA,nagendra.singh@mipl.in,OTHERS
Shivnath blood bank ,Raipur,Chhattisgarh,200,28000,450 D SAGM,Polymed,NA,nagendra.singh@mipl.in,OTHERS
Shourya Blood Bank,Yavatmal,Maharashtra,50,8650,450 T SAGM,HLL,,sameer.balwant@mipl.in,OTHERS
Shourya Blood Bank,Yavatmal,Maharashtra,100,14000,450 D SAGM,HLL,,sameer.balwant@mipl.in,OTHERS
Shourya Blood Bank,Yavatmal,Maharashtra,100,14000,350 D SAGM,HLL,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Shree Bala ji Blood Bank Ambala catt ,Ambala ,Haryana,20,3460,450 T SAGM,Mipl,Yukti Pharma Ambala,mangalesh.thakur@mipl.in,OTHERS
Shree Bala ji Blood Bank Ambala catt ,Ambala ,Haryana,200,28000,450 D SAGM,Mipl,Yukti Pharma Ambala,mangalesh.thakur@mipl.in,OTHERS
Shree Blood bank,Gwalior,Madhya Pradesh,100,5400,350 SB CPDA,Polymed,NA,nagendra.singh@mipl.in,OTHERS
Shree Blood bank,Gwalior,Madhya Pradesh,200,34600,450 T SAGM,Polymed,NA,nagendra.singh@mipl.in,OTHERS
Shree Blood bank,Gwalior,Madhya Pradesh,200,28000,450 D SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Shree Devi Talab Mandir Charitable Hospital Blood Bank,Jalandhar,Punjab,150,8100,350 SB CPDA,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Shree Ji charitable Blood Bank ,Ayodhya ,Uttar Pradesh,80,11200,350 D SAGM,Polymed,Others,digember.singh@mipl.in,OTHERS
Shree MAA Blood Bank,Yamunanagar,Haryana,40,6920,450 T SAGM,Mipl,R P Trader ,mangalesh.thakur@mipl.in,OTHERS
Shree MAA Blood Bank,Yamunanagar,Haryana,50,2650,300 TR,Mipl,R P Trader ,mangalesh.thakur@mipl.in,OTHERS
Shree MAA Blood Bank,Yamunanagar,Haryana,200,28000,450 D SAGM,Mipl,R P Trader ,mangalesh.thakur@mipl.in,OTHERS
Shree Maa Blood Centre,Saharanpur,Uttar Pradesh,50,2700,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shree Maa Blood Centre,Saharanpur,Uttar Pradesh,80,13840,450 T SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shree Maa Blood Centre,Saharanpur,Uttar Pradesh,200,28000,450 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shree Mahaveer Blood Bank,Belgaum,Karnataka,60,10380,450 T SAGM,Mipl,Others,mohammed.asif@mipl.in,OTHERS
Shree Mahaveer Blood Bank,Belgaum,Karnataka,100,14000,350 D SAGM,Mipl,AARAVI ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Shree Narayana Hospital Blood Bank,Raipur,Chhattisgarh,250,35000,450 D SAGM,Mipl,SHREE NARAYAN MEDICO SURGICALS,nagendra.singh@mipl.in,OTHERS
Shree Navjeevan Blood Bank and Component Laboratory,Dhule,Maharashtra,150,25950,350 T SAGM ,Polymed,UNIVERSAL HEALTH CARE,sameer.balwant@mipl.in,OTHERS
Shree Navjeevan Blood Bank and Component Laboratory,Dhule,Maharashtra,100,14000,450 D SAGM,Polymed,UNIVERSAL HEALTH CARE,sameer.balwant@mipl.in,OTHERS
Shree Navjeevan Blood Bank and Component Laboratory,Dhule,Maharashtra,200,28000,350 D SAGM,Polymed,UNIVERSAL HEALTH CARE,sameer.balwant@mipl.in,OTHERS
Shree Ragunath Hospital Blood Bank,Ludhiana,Punjab,20,3840,450 T SAGM PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Shree Ragunath Hospital Blood Bank,Ludhiana,Punjab,100,17000,450 D SAGM PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Shree Ragunath Hospital Blood Bank,Ludhiana,Punjab,50,7000,350 D SAGM,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Shree Sai Blood Bank Component,Navi Mumbai,Maharashtra,100,17300,450 T SAGM,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
Shree Sai Blood Bank Component,Navi Mumbai,Maharashtra,100,17300,350 T SAGM ,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
Shree Sai Blood Bank Component,Navi Mumbai,Maharashtra,150,21000,450 D SAGM,JMS,Span Healthcare,sameer.balwant@mipl.in,OTHERS
Shree Sai Blood Bank Component,Navi Mumbai,Maharashtra,150,21000,350 D SAGM,JMS,Span Healthcare,sameer.balwant@mipl.in,OTHERS
Shree Swami Samarth Blood Bank,Chiplun,Maharashtra,50,8650,450 T SAGM,HLL,,sameer.balwant@mipl.in,OTHERS
Shree Swami Samarth Blood Bank,Chiplun,Maharashtra,50,8650,350 T SAGM ,HLL,,sameer.balwant@mipl.in,OTHERS
Shree Swami Samarth Blood Bank,Chiplun,Maharashtra,50,2700,350 SB CPDA,HLL,,sameer.balwant@mipl.in,OTHERS
Shree Swami Samarth Blood Bank,Chiplun,Maharashtra,200,28000,450 D SAGM,HLL,,sameer.balwant@mipl.in,OTHERS
Shree Swami Samarth Blood Bank,Chiplun,Maharashtra,100,14000,350 D SAGM,HLL,Others,sameer.balwant@mipl.in,OTHERS
Shri Balaji Blood Bank component lab Amravati,Amaravati,Maharashtra,50,8650,450 T SAGM,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Shri Balaji Blood Bank component lab Amravati,Amaravati,Maharashtra,50,8650,350 T SAGM ,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Shri Balaji Blood Bank component lab Amravati,Amaravati,Maharashtra,100,14000,450 D SAGM,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Shri Balaji Blood Bank component lab Amravati,Amaravati,Maharashtra,150,21000,350 D SAGM,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Shri Bhausaheb Hire Government Medical College and Hospital Blood Bank,Dhule,Maharashtra,200,31550,350 T CPDA,HLL,Others,sameer.balwant@mipl.in,OTHERS
Shri Bhausaheb Hire Government Medical College and Hospital Blood Bank,Dhule,Maharashtra,200,10800,350 SB CPDA,HLL,Others,sameer.balwant@mipl.in,OTHERS
Shri Bhausaheb Hire Government Medical College and Hospital Blood Bank,Dhule,Maharashtra,350,36575,350 D CPDA,HLL,Others,sameer.balwant@mipl.in,OTHERS
Shri Data Ram Blood Rewari ,Rewari ,Haryana,20,3460,450 T SAGM,Mipl,Lucent Biologicals Rewari,mangalesh.thakur@mipl.in,OTHERS
Shri Data Ram Blood Rewari ,Rewari ,Haryana,300,42000,450 D SAGM,Mipl,Lucent Biologicals Rewari,mangalesh.thakur@mipl.in,OTHERS
Shri Gajanan Blood Bank And Components,Yavatmal,Maharashtra,50,2700,350 SB CPDA,Polymed,Lab Solution,sameer.balwant@mipl.in,OTHERS
Shri Guru Ram Das Charitable Hospital Blood Bank,Amritsar,Punjab,100,26800,450 Q SAGM TAB PDS NPD,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Shri Guru Ram Das Charitable Hospital Blood Bank,Amritsar,Punjab,160,27200,450 D SAGM PDS NPD,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Shri Guru Ram Das Charitable Hospital Blood Bank,Amritsar,Punjab,100,17000,350 D SAGM PDS NPD,Mipl,Sangam Medical Store Patiala,mangalesh.thakur@mipl.in,OTHERS
Shri Guru Ram Das Charitable Hospital Blood Bank,Amritsar,Punjab,60,3240,350 SB CPDA,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Shri Guru Teg Bahadur Charitable Hospital,Ludhiana,Punjab,20,3840,450 T SAGM PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Shri Guru Teg Bahadur Charitable Hospital,Ludhiana,Punjab,150,25500,450 D SAGM PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Shri Guru Teg Bahadur Charitable Hospital,Ludhiana,Punjab,60,10200,350 D SAGM PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Shri Krishna Blood Bank,Osmanabad,Maharashtra,100,20800,350 T SAGM PDS NPD,Polymed,,sameer.balwant@mipl.in,OTHERS
Shri Krishna Blood Bank,Osmanabad,Maharashtra,50,2700,350 SB CPDA,Polymed,,sameer.balwant@mipl.in,OTHERS
Shri Krishna Blood Bank,Osmanabad,Maharashtra,100,10450,350 D CPDA,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Shri Krishna Charitable Hospital Blood Bank,Ludhiana,Punjab,30,4200,350 D SAGM,Polymed,Relance Enterprises Jalandhar  ,mangalesh.thakur@mipl.in,OTHERS
Shri Krishna Charitable Hospital Blood Bank,Ludhiana,Punjab,40,6920,450 T SAGM,Polymed,Relance Enterprises Jalandhar  ,mangalesh.thakur@mipl.in,OTHERS
Shri Krishna Charitable Hospital Blood Bank,Ludhiana,Punjab,200,28000,450 D SAGM,Polymed,Relance Enterprises Jalandhar  ,mangalesh.thakur@mipl.in,OTHERS
Shri Krishna Life Line Hospital Blood Bank,Gautam buddha nagar,Delhi NCR,40,6920,450 T SAGM,Polymed,INC healthcare ,akram@mipl.in,OTHERS
Shri Krishna Life Line Hospital Blood Bank,Gautam buddha nagar,Delhi NCR,80,11200,450 D SAGM,Polymed,INC healthcare ,akram@mipl.in,OTHERS
Shri Mahant Indiresh Hospital Blood Bank,Dehradun,Uttarakhand,50,2700,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shri Mahant Indiresh Hospital Blood Bank,Dehradun,Uttarakhand,50,8650,350 T SAGM ,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shri Mahant Indiresh Hospital Blood Bank,Dehradun,Uttarakhand,150,25950,450 T SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shri Mahant Indiresh Hospital Blood Bank,Dehradun,Uttarakhand,100,14000,350 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shri Mahant Indiresh Hospital Blood Bank,Dehradun,Uttarakhand,300,42000,450 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shri Maharaja Hari Singh SMHS Hospital Blood Bank,Srinagar,Jammu & Kashmir,1000,208000,350 T SAGM PDS NPD,TerumoPenpal,Terumo PP,muneer.ahmed@mipl.in,OTHERS
Shri Maharaja Hari Singh SMHS Hospital Blood Bank,Srinagar,Jammu & Kashmir,1200,207600,350 T SAGM ,Polymed,Others,muneer.ahmed@mipl.in,OTHERS
Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank,Solapur,Maharashtra,50,8650,450 T SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank,Solapur,Maharashtra,150,21000,450 D SAGM,Mipl,NEEL DISTRIBUTORS,sameer.balwant@mipl.in,OTHERS
Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank,Solapur,Maharashtra,100,14000,350 D SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Shri Moolchand KharitiRam Hospital and Ayurvedic Research Institute,New Delhi,Delhi NCR,30,5190,450 T SAGM,HLL,Super medicos ,akram@mipl.in,OTHERS
Shri Moolchand KharitiRam Hospital and Ayurvedic Research Institute,New Delhi,Delhi NCR,50,2700,350 SB CPDA,HLL,Super medicos ,akram@mipl.in,OTHERS
Shri Moolchand KharitiRam Hospital and Ayurvedic Research Institute,New Delhi,Delhi NCR,80,11200,350 D SAGM,HLL,Super medicos ,akram@mipl.in,OTHERS
Shri P.V.Narasimha Rao Memorial Charitable Trust Blood Centre,Gajwel,Telangana,30,1620,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Shri P.V.Narasimha Rao Memorial Charitable Trust Blood Centre,Gajwel,Telangana,120,12540,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Shri Radheswami Blood Bank,Gwalior,Madhya Pradesh,200,10800,350 SB CPDA,Polymed,NA,nagendra.singh@mipl.in,OTHERS
Shri Sai Blood Bank,Belgaum,Karnataka,150,25950,450 T SAGM,Mipl,AARAVI ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Shri Sai Blood Bank,Belgaum,Karnataka,190,26600,450 D SAGM,Mipl,AARAVI ENTERPRISES,mohammed.asif@mipl.in,OTHERS
Shri Sainath Blood Bank,Nagpur,Maharashtra,150,25950,450 T SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Shri Sainath Blood Bank,Nagpur,Maharashtra,150,21000,350 D SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Shri Sainath Blood Bank,Ahmednagar,Maharashtra,100,17300,350 T SAGM ,HLL,Pushpak Pharma,sameer.balwant@mipl.in,OTHERS
Shri Sainath Blood Bank,Ahmednagar,Maharashtra,100,5400,350 SB CPDA,HLL,Pushpak Pharma,sameer.balwant@mipl.in,OTHERS
Shri Sainath Blood Bank,Ahmednagar,Maharashtra,150,21000,450 D SAGM,TerumoPenpal,Kothari Enterprises,sameer.balwant@mipl.in,OTHERS
Shri Sainath Blood Bank,Ahmednagar,Maharashtra,250,35000,350 D SAGM,TerumoPenpal,Kothari Enterprises,sameer.balwant@mipl.in,OTHERS
Shri Satya Sai Blood Bank,Indore,Madhya Pradesh,150,8100,350 SB CPDA,Mipl,HIRA MEDICAL AGENCIES,nagendra.singh@mipl.in,OTHERS
Shri Satyasai Blood Bank,Aurangabad,Maharashtra,150,120000,350 Q SAGM ILF TAT (TIB),Polymed,JK Pharma,sameer.balwant@mipl.in,ILF&LSF
Shri Satyasai Blood Bank,Aurangabad,Maharashtra,100,17300,350 T SAGM ,Polymed,JK Pharma,sameer.balwant@mipl.in,OTHERS
Shri Satyasai Blood Bank,Aurangabad,Maharashtra,100,14000,350 D SAGM,Polymed,JK Pharma,sameer.balwant@mipl.in,OTHERS
Shri Shiv Prasad Gupta Mandliya Zilla Chikitsalaya,Varanasi ,Uttar Pradesh,400,69200,350 T SAGM ,Mipl,VANI ENTERPRISES,digember.singh@mipl.in,OTHERS
Shri Swami Samarth Blood Bank,Jalna,Maharashtra,50,8650,450 T SAGM,Polymed,JK Pharma,sameer.balwant@mipl.in,OTHERS
Shri Swami Samarth Blood Bank,Jalna,Maharashtra,50,8650,350 T SAGM ,Polymed,JK Pharma,sameer.balwant@mipl.in,OTHERS
Shri Swami Samarth Blood Bank,Jalna,Maharashtra,150,21000,450 D SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Shri Swami Samarth Blood Bank,Jalna,Maharashtra,100,14000,350 D SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Shri Vasantrao Naik Blood Bank,Yavatmal,Maharashtra,100,5400,350 SB CPDA,HLL,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Shri Vasantrao Naik Blood Bank,Yavatmal,Maharashtra,250,39437.5,350 T CPDA,HLL,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Shri Vasantrao Naik Blood Bank,Yavatmal,Maharashtra,250,26125,350 D CPDA,HLL,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Shri agarsen international hospital ,Delhi/NCR,New Delhi,50,8650,450 T SAGM,TerumoPenpal,Equipment Point ,akram@mipl.in,OTHERS
Shri agarsen international hospital ,Delhi/NCR,New Delhi,20,18000,450 Q SAGM TAB ILF,TerumoPenpal,Equipment Point ,akram@mipl.in,ILF&LSF
Shri ram singh multi-speciality hospital ,Gautam buddha nagar,Delhi NCR,50,8650,450 T SAGM,TerumoPenpal,sunrise healthcare,akram@mipl.in,OTHERS
Shri ram singh multi-speciality hospital ,Gautam buddha nagar,Delhi NCR,40,5600,350 D SAGM,TerumoPenpal,sunrise healthcare,akram@mipl.in,OTHERS
ShriRRPatil Shikashan Sheti sanshodhan ani vikas sanstha Blood Bank,Kolhapur,Maharashtra,100,17300,450 T SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
ShriRRPatil Shikashan Sheti sanshodhan ani vikas sanstha Blood Bank,Kolhapur,Maharashtra,100,14000,450 D SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
ShriRRPatil Shikashan Sheti sanshodhan ani vikas sanstha Blood Bank,Kolhapur,Maharashtra,100,14000,350 D SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Shribal Kishan Charitable Blood Bank,Haldwani,Uttarakhand,200,28000,350 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shribal Kishan Charitable Blood Bank,Haldwani,Uttarakhand,100,17300,350 T SAGM ,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shribal Kishan Charitable Blood Bank,Haldwani,Uttarakhand,200,10800,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Shridevi Institute of Medical Sciences Research Hospital Blood Bank,Tumakuru,Karnataka,200,34600,450 T SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Shridevi Institute of Medical Sciences Research Hospital Blood Bank,Tumakuru,Karnataka,230,32200,450 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Shriram Charitable Blood Bank,Agra,Uttar Pradesh,50,2700,350 SB CPDA,Polymed,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Shriram Charitable Blood Bank,Agra,Uttar Pradesh,50,8650,350 T SAGM ,Polymed,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Shriram Charitable Blood Bank,Agra,Uttar Pradesh,50,7000,350 D SAGM,Polymed,ADHAYANT PHARMA,jitum.kumar@mipl.in,OTHERS
Shriram Charitable Blood Bank,Agra,Uttar Pradesh,50,8650,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Shriram Charitable Blood Bank,Agra,Uttar Pradesh,100,14000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Shrirama Chandra Bhanj SCB Medical College Blood Bank,Cuttack,Odhisa,400,21600,350 SB CPDA,Mipl,SAYONI,vikram.barik@mipl.in,OTHERS
Shrirama Chandra Bhanj SCB Medical College Blood Bank,Cuttack,Odhisa,200,49600,450 Q SAGM BC,Fresenius,Others,vikram.barik@mipl.in,OTHERS
Shrirama Chandra Bhanj SCB Medical College Blood Bank,Cuttack,Odhisa,400,69200,450 T SAGM,Mipl,SAYONI,vikram.barik@mipl.in,OTHERS
Shrirama Chandra Bhanj SCB Medical College Blood Bank,Cuttack,Odhisa,1200,207600,350 T SAGM ,Mipl,SAYONI,vikram.barik@mipl.in,OTHERS
Shrirampur Blood Bank,Ahmednagar,Maharashtra,100,17300,450 T SAGM,Polymed,JK Pharma,sameer.balwant@mipl.in,OTHERS
Shrirampur Blood Bank,Ahmednagar,Maharashtra,100,14000,450 D SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Shrirampur Blood Bank,Ahmednagar,Maharashtra,150,21000,350 D SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Shristi blood bank,Raipur,Chhattisgarh,100,5400,350 SB CPDA,Mipl,SHREE NARAYAN MEDICO SURGICALS,nagendra.singh@mipl.in,OTHERS
Shristi blood bank,Raipur,Chhattisgarh,200,20900,450 D CPDA,Mipl,SHREE NARAYAN MEDICO SURGICALS,nagendra.singh@mipl.in,OTHERS
Shristi blood bank,Raipur,Chhattisgarh,40,11390,350 P CPDA,Mipl,SHREE NARAYAN MEDICO SURGICALS,nagendra.singh@mipl.in,OTHERS
Shubham Benaras Hospital Blood Bank,Varanasi ,Uttar Pradesh,200,28000,350 D SAGM,Mipl,ANANYA ENTERPRISES,digember.singh@mipl.in,OTHERS
Shubham Benaras Hospital Blood Bank,Varanasi ,Uttar Pradesh,120,20760,350 T SAGM ,Mipl,ANANYA ENTERPRISES,digember.singh@mipl.in,OTHERS
Shubham Pathological Diagnostic Centre Blood Bank,Indore,Madhya Pradesh,100,5400,350 SB CPDA,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Shubham Pathological Diagnostic Centre Blood Bank,Indore,Madhya Pradesh,100,17300,450 T SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Shubham Pathological Diagnostic Centre Blood Bank,Indore,Madhya Pradesh,300,42000,450 D SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Shushrusha Citizens Cooperative Hospital Blood Bank,Mumbai,Maharashtra,100,17300,450 T SAGM,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Shushrusha Citizens Cooperative Hospital Blood Bank,Mumbai,Maharashtra,100,17300,350 T SAGM ,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Shushrusha Citizens Cooperative Hospital Blood Bank,Mumbai,Maharashtra,150,21000,450 D SAGM,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Shushrusha Citizens Cooperative Hospital Blood Bank,Mumbai,Maharashtra,150,21000,350 D SAGM,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Shyam Bihai Blood Bank ,Kanpur ,Uttar Pradesh,40,6920,350 T SAGM ,Polymed,Others,digember.singh@mipl.in,OTHERS
Shyam Bihai Blood Bank ,Kanpur ,Uttar Pradesh,150,21000,350 D SAGM,Polymed,Shyamson India,digember.singh@mipl.in,OTHERS
Siddartha Voluntary Blood Centre,Kakinada,Andhra Pradesh,20,1080,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Siddartha Voluntary Blood Centre,Kakinada,Andhra Pradesh,120,12540,450 D CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Siddartha Voluntary Blood Centre,Kakinada,Andhra Pradesh,20,3155,450 T CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Siddhi Vinayak Blood Bank,Jhansi,Uttar Pradesh,50,2700,350 SB CPDA,Mipl,Atharv Enterprises,jitum.kumar@mipl.in,OTHERS
Siddhi Vinayak Blood Bank,Jhansi,Uttar Pradesh,40,6920,450 T SAGM,Mipl,Atharv Enterprises,jitum.kumar@mipl.in,OTHERS
Siddhi Vinayak Blood Bank,Jhansi,Uttar Pradesh,50,7000,450 D SAGM,Mipl,Atharv Enterprises,jitum.kumar@mipl.in,OTHERS
Silchar Medical College and Hospital Blood Bank,Chachar,Assam,200,31550,350 T CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Silchar Medical College and Hospital Blood Bank,Chachar,Assam,450,47025,350 D CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Silchar Medical College and Hospital Blood Bank,Chachar,Assam,500,27000,350 SB CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Siliguri SDH Blood Bank,Darjeeling,West Bengal,30,1620,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Siliguri Terai Lions Charitable Trust Blood Bank,Darjeeling,West Bengal,200,31550,350 T CPDA,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Siliguri Terai Lions Charitable Trust Blood Bank,Darjeeling,West Bengal,500,52250,350 D CPDA,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
Silver Oaks Hospital Blood Bank,Mohali,Punjab,20,3840,450 T SAGM PDS NPD,TerumoPenpal,RX Technology chandigarh,mangalesh.thakur@mipl.in,OTHERS
Silver Oaks Hospital Blood Bank,Mohali,Punjab,100,17000,450 D SAGM PDS NPD,TerumoPenpal,RX Technology chandigarh,mangalesh.thakur@mipl.in,OTHERS
Silver Oaks Hospital Blood Bank,Mohali,Punjab,30,5100,350 D SAGM PDS NPD,TerumoPenpal,RX Technology chandigarh,mangalesh.thakur@mipl.in,OTHERS
Simdega Sadar Hospital Blood Bank,Simdega,Jharkhand,500,27000,350 SB CPDA,Mipl,Others,vikram.barik@mipl.in,OTHERS
Simhapuri Voluntary Blood Bank,Nellore,Andhra Pradesh,30,1620,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Simhapuri Voluntary Blood Bank,Nellore,Andhra Pradesh,120,12540,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Singh life care blood bank,Ghazipur,Uttar Pradesh,200,34600,350 T SAGM ,Mipl,Shree Geeta Siddhi Vinayak,digember.singh@mipl.in,OTHERS
Singh life care blood bank,Ghazipur,Uttar Pradesh,400,56000,350 D SAGM,Mipl,Shree Geeta Siddhi Vinayak,digember.singh@mipl.in,OTHERS
Sinha Blood Bank Muzaffarpur,Muzaffarpur,Bihar,100,17300,350 T SAGM ,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Sinha Blood Bank Muzaffarpur,Muzaffarpur,Bihar,100,14000,350 D SAGM,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Sinha Blood Bank Muzaffarpur,Muzaffarpur,Bihar,150,8100,350 SB CPDA,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Sir Ganga Ram Hospital Blood Bank,New Delhi,Delhi NCR,100,14000,350 D SAGM,TerumoPenpal,Equipment Point ,akram@mipl.in,OTHERS
Sir Ganga Ram Hospital Blood Bank,New Delhi,Delhi NCR,100,26800,450 Q SAGM TAB PDS NPD,Fresenius,Vinay Brothers ,akram@mipl.in,OTHERS
Sir Ganga Ram Hospital Blood Bank,New Delhi,Delhi NCR,300,270000,450 Q SAGM TAB ILF,Fresenius,Vinay Brothers ,akram@mipl.in,ILF&LSF
Sir JJMahanagar Rakthapedhi,Mumbai,Maharashtra,200,120000,500 LSF RBC,Fresenius,Vardhman Healthcare,sameer.balwant@mipl.in,ILF&LSF
Sir JJMahanagar Rakthapedhi,Mumbai,Maharashtra,100,80000,350 Q SAGM ILF TAT (TIB),HLL,Pankaj Enterprises,sameer.balwant@mipl.in,ILF&LSF
